,Unnamed: 0,Zeitraum vom: 09.01.2020 bis:  09.01.2020,Unnamed: 2,Unnamed: 3,Unnamed: 4
0,,,,,
1,,,,,
2,LS NR,,Sendreferenz NR,Frachtführer,BESTELL NR
3,32338248,,1Z3969A26896530130,UPS,2631419
4,32338249,,1Z3969A26899762143,UPS,2631420
5,32338251,,1Z3969A26895474168,UPS,2631359
6,32338252,,1Z3969A26899154176,UPS,2631324
7,32338253,,1Z3969A26895850180,UPS,2631421
8,32338323,,1Z3969A26897290531,UPS,2631598
9,32338355,,1Z3969A26890823352,UPS,BMP150880047
10,32338358,,1Z3969A26892447185,UPS,2631691
11,32338362,,1Z3969A26893362023,UPS,2631628
12,32338368,,1Z3969A26894492284,UPS,2631667
13,32338390,,1Z3969A26898234779,UPS,2631733
14,32338400,,1Z3969A26899162792,UPS,2631774
15,32338403,,1Z3969A26894648544,UPS,2631751
16,32338420,,1Z3969A26893649063,UPS,2631228
