,Unnamed: 0,Zeitraum vom: 04.12.2019 bis:  04.12.2019,Unnamed: 2,Unnamed: 3,Unnamed: 4
0,,,,,
1,,,,,
2,LS NR,,Sendreferenz NR,Frachtführer,BESTELL NR
3,32334139,,1Z3969A26898141940,UPS,2615526
4,32334140,,1Z3969A26895269952,UPS,2615522
5,32334141,,1Z3969A26897213963,UPS,2615516
6,32334152,,1Z3969A26893614984,UPS,2615529
7,32334153,,1Z3969A26892510794,UPS,2615523
8,32334154,,1Z3969A26891803201,UPS,2615532
9,32334164,,1Z3969A26893074255,UPS,2615540
10,32334167,,1Z3969A26898742096,UPS,2615985
11,32334168,,1Z3969A26896110101,UPS,2615603
12,32334232,,1Z3969A26891875385,UPS,BMP150420022
13,32334236,,1Z3969A26895430437,UPS,2616040
14,32334238,,1Z3969A26897070457,UPS,2616098
15,32334269,,1Z3969A26898294624,UPS,2616139
