,Unnamed: 0,Zeitraum vom: 05.12.2019 bis:  05.12.2019,Unnamed: 2,Unnamed: 3,Unnamed: 4
0,,,,,
1,,,,,
2,LS NR,,Sendreferenz NR,Frachtführer,BESTELL NR
3,32334297,,1Z3969A26894505528,UPS,2616262
4,32334307,,1Z3969A26890095783,UPS,BMP150420034
5,32334311,,1Z3969A26893353015,UPS,2616302
6,32334312,,1Z3969A26891954629,UPS,2616169
7,32334320,,1Z3969A26895390838,UPS,2616278
8,32334322,,1Z3969A26899310854,UPS,2616234
9,32334382,,1Z3969A26894891085,UPS,2616498
10,32334385,,1Z3969A26893462317,UPS,2616486
11,32334412,,1Z3969A26895455410,UPS,2616576
12,32334442,,1Z3969A26895335568,UPS,2616629
