,Unnamed: 0,Zeitraum vom: 02.12.2019 bis:  02.12.2019,Unnamed: 2,Unnamed: 3,Unnamed: 4
0,,,,,
1,,,,,
2,LS NR,,Sendreferenz NR,Frachtführer,BESTELL NR
3,32333734,,1Z3969A26896731173,UPS,2613026
4,32333750,,1Z3969A26896371268,UPS,2613465
5,32333752,,1Z3969A26898467287,UPS,2613564
6,32333753,,1Z3969A26896139297,UPS,2613469
7,32333755,,1Z3969A26897731313,UPS,2613203
8,32333760,,1Z3969A26894773131,UPS,2613079
9,32333777,,1Z3969A26891373364,UPS,2613472
10,32333783,,1Z3969A26896427556,UPS,2613437
11,32333805,,1Z3969A26897971760,UPS,2614667
12,32333806,,1Z3969A26897811772,UPS,2614674
13,32333814,,1Z3969A26893727120,UPS,BMP150360010
14,32333816,,1Z3969A26893540143,UPS,2614698
15,32333821,,1Z3969A26894293196,UPS,BMP150360015
16,32333831,,1Z3969A26893961242,UPS,2614743
17,32333868,,1Z3969A26893334429,UPS,2614752
18,32333932,,1Z3969A26894648697,UPS,2614843
19,32333936,,1Z3969A26894373939,UPS,2614876
20,32333937,,1Z3969A26890966743,UPS,2614854
21,32333739,,1Z3969A26898371228,UPS,2613706
22,32333740,,1Z3969A26897347239,UPS,2613630
