,Unnamed: 0,Zeitraum vom: 10.01.2020 bis:  10.01.2020,Unnamed: 2,Unnamed: 3,Unnamed: 4
0,,,,,
1,,,,,
2,LS NR,,Sendreferenz NR,Frachtführer,BESTELL NR
3,32338428,,1Z3969A26897395017,UPS,2631891
4,32338429,,1Z3969A26899435023,UPS,2631917
5,32338430,,1Z3969A26895491032,UPS,2631842
6,32338431,,1Z3969A26896163046,UPS,2631871
7,32338432,,1Z3969A26897051058,UPS,2631885
8,32338472,,1Z3969A26898163293,UPS,2632089
9,32338481,,1Z3969A26891274891,UPS,2632095
10,32338482,,1Z3969A26892693301,UPS,2632082
11,32338495,,1Z3969A26898851432,UPS,2632107
12,32338504,,1Z3969A26890598187,UPS,2632158
