,Unnamed: 0,Zeitraum vom: 20.01.2020 bis:  20.01.2020,Unnamed: 2,Unnamed: 3,Unnamed: 4
0,,,,,
1,,,,,
2,LS NR,,Sendreferenz NR,Frachtführer,BESTELL NR
3,32339441,,1Z3969A26891426888,UPS,2636458
4,32339447,,1Z3969A26894601932,UPS,2636421
5,32339451,,1Z3969A26896561562,UPS,2636407
6,32339454,,1Z3969A26895617585,UPS,2636405
7,32339508,,1Z3969A26898697789,UPS,2636938
8,32339517,,1Z3969A26890921095,UPS,2636950
9,32339569,,1Z3969A26895322125,UPS,2637017
10,32339570,,1Z3969A26895738132,UPS,2637018
11,32339572,,1Z3969A26891551377,UPS,2637014
12,32339573,,1Z3969A26890742583,UPS,2636966
13,32339590,,1Z3969A26895378254,UPS,2637029
14,32339607,,1Z3969A26890662526,UPS,2636945
15,32339634,,1Z3969A26895442460,UPS,2637075
