,Unnamed: 0,Zeitraum vom: 10.12.2019 bis:  10.12.2019,Unnamed: 2,Unnamed: 3,Unnamed: 4
0,,,,,
1,,,,,
2,LS NR,,Sendreferenz NR,Frachtführer,BESTELL NR
3,32334900,,1Z3969A26896657665,UPS,2618331
4,32334904,,1Z3969A26896273703,UPS,2618315
5,32334916,,1Z3969A26896057821,UPS,2618152
6,32334917,,1Z3969A26898593837,UPS,2618372
7,32334951,,1Z3969A26891729186,UPS,BMP150440149
8,32334959,,1Z3969A26891912469,UPS,BMP150420126
9,32334987,,1Z3969A26895258160,UPS,2618905
10,32334997,,1Z3969A26891482228,UPS,2619009
11,32335027,,1Z3969A26895794330,UPS,2619042
12,32335035,,1Z3969A26894069581,UPS,2619032
13,32335037,,1Z3969A26891329804,UPS,2619041
14,32335038,,1Z3969A26894970810,UPS,2618943
15,32335051,,1Z3969A26897354507,UPS,BMP150420135
