,Unnamed: 0,Zeitraum vom: 14.01.2020 bis:  14.01.2020,Unnamed: 2,Unnamed: 3,Unnamed: 4
0,,,,,
1,,,,,
2,LS NR,,Sendreferenz NR,Frachtführer,BESTELL NR
3,32338744,,1Z3969A26895637214,UPS,2634041
4,32338745,,1Z3969A26895197226,UPS,2634051
5,32338748,,1Z3969A26890020648,UPS,2634081
6,32338749,,1Z3969A26892784052,UPS,2634076
7,32338794,,1Z3969A26899437469,UPS,2634804
8,32338807,,1Z3969A26893293125,UPS,2634834
9,32338808,,1Z3969A26890389331,UPS,2634830
10,32338823,,1Z3969A26899733602,UPS,2634887
11,32338827,,1Z3969A26898765642,UPS,2634881
